,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,Ancud,-41.8697,-73.8203,49.53,89,100,11.5,CL,1626930433
300,Asbestovskiy,57.7557,61.3967,73.33,43,79,4.56,RU,1626930433
301,Svetlaya,46.5389,138.3297,74.77,79,100,9.8,RU,1626930433
302,Cooma,-36.2333,149.1333,49.87,39,63,8.55,AU,1626930167
303,Sunrise Manor,36.2111,-115.0731,96.21,30,1,4.61,US,1626930434
304,Rāmpura,30.25,75.2333,90.63,59,50,9.01,IN,1626930434
305,Fohnsdorf,47.2183,14.6819,57.27,94,40,1.14,AT,1626930436
306,Boueni,-12.9025,45.0761,76.98,70,1,15.08,YT,1626930436
307,Alyangula,-13.8483,136.4192,78.6,58,97,2.46,AU,1626930437
308,Pathein,16.7833,94.7333,85.48,75,96,18.41,MM,1626930437
309,Sühbaatar,50.2314,106.2078,73.92,57,70,4.7,MN,1626930437
310,Río Gallegos,-51.6226,-69.2181,37.45,75,0,3.44,AR,1626930438
311,Tasiilaq,65.6145,-37.6368,44.76,98,100,9.24,GL,1626930439
312,‘Āhuimanu,21.4447,-157.8378,82.11,70,75,13.8,US,1626930440
313,Tautira,-17.7333,-149.15,78.82,75,46,13.2,PF,1626930236
314,Nador,35.174,-2.9287,71.85,83,40,3.44,MA,1626930426
315,Corinth,37.9407,22.9573,83.89,63,8,11.12,GR,1626930441
316,Dingle,10.9995,122.6711,86.32,68,79,20.45,PH,1626930442
317,Kotapārh,19.15,82.35,76.75,85,100,7.05,IN,1626930442
318,Kruisfontein,-34.0033,24.7314,42.89,79,97,28.34,ZA,1626930443
319,Talnakh,69.4865,88.3972,68.29,42,96,19.28,RU,1626930443
320,Eureka,40.8021,-124.1637,57.2,78,9,1.01,US,1626930443
321,Chumikan,54.7183,135.315,82.72,47,67,10.69,RU,1626930444
322,Nsanje,-16.92,35.262,68.7,79,1,1.95,MW,1626930445
323,Salalah,17.0151,54.0924,79.75,84,81,14.74,OM,1626930200
324,Lompoc,34.6391,-120.4579,69.1,85,90,8.05,US,1626930446
325,Laas,46.6166,10.7002,67.03,88,78,1.21,IT,1626930446
326,Dunedin,-45.8742,170.5036,47.8,75,88,5.99,NZ,1626930156
327,Storforshei,66.4043,14.5233,51.58,87,75,12.66,NO,1626930449
328,Havre-St-Pierre,50.2334,-63.5986,55.9,93,100,1.32,CA,1626930449
329,Laela,-8.5667,32.05,56.1,71,9,2.42,TZ,1626930450
330,Barzas,55.7167,86.3167,77.23,40,7,7.54,RU,1626930450
331,Odienné,9.51,-7.5692,69.51,96,17,2.66,CI,1626930451
332,Aykhal,66.0,111.5,65.3,66,53,11.16,RU,1626930452
333,Samfya,-11.3649,29.5565,56.35,56,1,5.99,ZM,1626930453
334,Kokopo,-4.352,152.2633,83.41,73,56,10.07,PG,1626930453
335,Alta Floresta,-9.8756,-56.0861,67.73,46,0,3.78,BR,1626930454
336,Mayo,38.8876,-76.5119,75.24,81,1,4.0,US,1626930455
337,Tonoshō,34.4833,134.1833,92.68,68,76,5.86,JP,1626930455
338,Kaupanger,61.1845,7.2404,57.69,87,20,4.61,NO,1626930456
339,Nadym,65.5333,72.5167,66.67,59,65,18.43,RU,1626930457
340,Fort-Shevchenko,44.5086,50.263,90.95,41,0,3.0,KZ,1626930457
341,Kalemie,-5.9475,29.1947,69.98,61,0,2.24,CD,1626930458
342,Kurumkan,54.3,110.3,68.32,71,100,2.26,RU,1626930458
343,Hailun,47.45,126.9333,85.03,67,58,7.61,CN,1626930459
344,Iquique,-20.2208,-70.1431,57.24,74,21,0.74,CL,1626930257
345,Lagunas,-5.2269,-75.6753,69.01,78,1,1.19,PE,1626930460
346,Taywarah,33.35,64.4167,65.17,23,0,10.45,AF,1626930461
347,George Town,5.4112,100.3354,91.33,70,20,8.01,MY,1626929777
348,Zhongshu,24.5167,103.7667,76.57,68,63,3.53,CN,1626930462
349,Amuntai,-2.4177,115.2494,90.32,49,98,1.59,ID,1626930462
350,Pāvilosta,56.8879,21.1859,60.75,59,4,6.71,LV,1626930463
351,Lang Son,21.8333,106.7333,80.73,82,100,1.72,VN,1626930463
352,Hambantota,6.1241,81.1185,86.34,74,20,14.97,LK,1626930464
353,Desterro,-7.2906,-37.0939,64.83,90,41,13.89,BR,1626930465
354,Tongliao,43.6125,122.2653,89.22,46,21,17.76,CN,1626930465
355,Severo-Kuril'sk,50.6789,156.125,52.54,91,76,5.5,RU,1626930466
356,Guerrero Negro,27.9769,-114.0611,69.71,84,54,11.39,MX,1626930466
357,Peniche,39.3558,-9.3811,63.88,89,7,9.57,PT,1626930467
358,Amahai,-3.3333,128.9167,75.45,94,100,2.77,ID,1626930467
359,Tazovsky,67.4667,78.7,60.28,94,100,23.13,RU,1626930468
360,Port Elizabeth,-33.918,25.5701,46.69,81,75,27.63,ZA,1626930317
361,Nacozari,25.3366,-108.2574,88.11,73,31,5.03,MX,1626930468
362,Coos Bay,43.3665,-124.2179,58.23,86,1,19.57,US,1626930469
363,Laguna,38.421,-121.4238,86.5,45,1,10.36,US,1626930272
364,Plouzané,48.3833,-4.6167,68.32,75,0,6.91,FR,1626930469
365,Nikel,69.4128,30.222,46.58,93,100,17.56,RU,1626930470
366,Araouane,18.9048,-3.5265,92.14,39,41,14.76,ML,1626930471
367,Kedrovyy,56.1667,91.8167,75.61,37,29,3.44,RU,1626930472
368,Westerville,40.1262,-82.9291,62.94,90,1,1.99,US,1626930386
369,Mezen',65.8522,44.24,47.32,94,95,6.73,RU,1626930473
370,Bhūm,18.4667,75.6667,73.62,89,100,21.99,IN,1626930473
371,Kjøllefjord,70.9457,27.3465,44.38,78,100,14.81,NO,1626930473
372,Lábrea,-7.2586,-64.7981,71.29,65,2,2.77,BR,1626930474
373,Chateaubelair,13.2833,-61.25,78.73,82,75,13.69,VC,1626930475
374,Kuandian,40.7286,124.7847,86.14,64,100,4.97,CN,1626930475
375,Bubaque,11.2833,-15.8333,80.47,82,99,13.15,GW,1626930476
376,Makassar,-5.14,119.4221,84.25,65,20,3.44,ID,1626930477
377,Weligama,5.9667,80.4167,80.94,85,100,14.85,LK,1626930478
378,Algiers,36.7525,3.042,73.22,53,0,6.91,DZ,1626930186
379,Xichang,27.8964,102.2634,80.65,66,24,1.25,CN,1626930480
380,La Libertad,-2.2333,-80.9,70.07,84,89,10.07,EC,1626930481
381,Hobyo,5.3505,48.5268,80.22,69,67,23.42,SO,1626930482
382,Shenkursk,62.1091,42.896,58.75,41,21,6.49,RU,1626930483
383,Vuktyl,63.8567,57.3094,56.84,50,5,6.58,RU,1626930483
384,Yulara,-25.2406,130.9889,75.04,27,0,19.57,AU,1626930304
385,Whittlesea,-32.1759,26.8244,32.36,82,41,16.02,ZA,1626930484
386,Kirkenes,69.7271,30.0458,47.35,81,75,11.5,NO,1626930485
387,Rathenow,52.6066,12.337,66.16,87,38,3.69,DE,1626930487
388,Praia,14.9215,-23.5087,76.57,87,25,5.7,CV,1626930488
389,Makkah al Mukarramah,21.4267,39.8261,86.63,60,79,19.98,SA,1626930488
390,Acajutla,13.5928,-89.8275,78.8,73,22,6.46,SV,1626930489
391,Nacala,-14.5428,40.6728,72.28,84,3,2.35,MZ,1626930490
392,Westport,41.1415,-73.3579,71.82,81,1,5.01,US,1626930490
393,Fairbanks,64.8378,-147.7164,78.76,48,20,8.05,US,1626930492
394,Almaznyy,48.0448,40.045,73.54,68,9,10.67,RU,1626930493
395,Rabo de Peixe,37.8,-25.5833,65.71,77,20,8.05,PT,1626930493
396,Wanaka,-44.7,169.15,40.68,85,56,2.57,NZ,1626930493
397,Noumea,-22.2763,166.4572,77.0,99,31,13.69,NC,1626930495
398,Asilah,35.465,-6.0348,67.96,65,0,3.74,MA,1626930495
399,Solnechnyy,50.7214,136.6319,90.34,47,78,5.08,RU,1626930495
400,Sungai Penuh,-2.0833,101.3833,82.53,40,69,4.41,ID,1626930496
401,Oranjestad,12.524,-70.027,79.79,86,3,24.63,AW,1626930497
402,Souillac,-20.5167,57.5167,74.35,61,51,17.38,MU,1626930497
403,Neiafu,-18.65,-173.9833,77.68,73,20,6.91,TO,1626930497
404,Virginia Beach,36.8529,-75.978,74.01,86,90,4.61,US,1626930498
405,Ukiah,39.1502,-123.2078,71.49,40,1,3.44,US,1626930499
406,Selkirk,50.1436,-96.8845,70.09,93,77,5.99,CA,1626930501
407,Salisbury,51.0693,-1.7957,66.47,90,1,1.14,GB,1626930501
408,Waingapu,-9.6567,120.2641,85.93,51,93,15.77,ID,1626930502
409,Thinadhoo,0.5333,72.9333,81.72,75,100,10.42,MV,1626930503
410,Fortuna,40.5982,-124.1573,56.93,87,90,1.01,US,1626930492
411,Vestmanna,62.1564,-7.1664,50.92,93,75,6.91,FO,1626930504
412,Srednekolymsk,67.45,153.6833,66.97,52,100,4.34,RU,1626930504
413,Gōdo,35.4167,136.6,92.05,90,80,5.75,JP,1626930506
414,Zhangaözen,43.3,52.8,93.61,18,0,13.42,KZ,1626930507
415,Iqaluit,63.7506,-68.5145,41.7,86,100,5.01,CA,1626930507
416,Tynda,55.1667,124.7167,76.03,64,94,2.86,RU,1626930382
417,Bluefields,12.0137,-83.7635,78.8,91,100,13.09,NI,1626930508
418,Arlit,18.7369,7.3853,86.97,35,34,9.35,NE,1626930509
419,Sept-Îles,50.2001,-66.3821,62.06,72,100,1.99,CA,1626930324
420,Pravia,43.4906,-6.1508,64.22,100,90,0.0,ES,1626930510
421,Kołobrzeg,54.1757,15.5834,62.35,100,31,7.61,PL,1626930510
422,Takoradze,4.8845,-1.7554,75.09,84,58,6.55,GH,1626930511
423,Tabou,4.423,-7.3528,76.06,83,68,6.49,CI,1626930511
424,Cockburn Town,21.4612,-71.1419,81.18,83,11,18.99,TC,1626930512
425,Dezhou,37.4486,116.2925,73.63,88,100,1.57,CN,1626930513
426,Ixtapa,20.7,-105.2,79.56,94,100,1.81,MX,1626930514
427,Ballarat,-37.5662,143.8496,48.18,73,100,11.86,AU,1626930514
428,Maniitsoq,65.4167,-52.9,42.93,81,97,10.69,GL,1626930514
429,Sisimiut,66.9395,-53.6735,43.43,80,99,3.74,GL,1626930516
430,Sapucaia,-29.8333,-51.15,53.4,86,0,1.01,BR,1626930518
431,Derbent,42.0678,48.2899,87.89,50,62,7.18,RU,1626930519
432,Geraldton,-28.7667,114.6,68.13,72,90,8.05,AU,1626930520
433,Kasempa,-13.4584,25.8338,52.21,60,27,4.92,ZM,1626930520
434,Santa Vitória do Palmar,-33.5189,-53.3681,46.58,78,98,5.44,BR,1626930522
435,Safaga,26.7292,33.9365,89.1,39,7,15.86,EG,1626930523
436,Tete,-16.1564,33.5867,64.49,68,40,0.0,MZ,1626930524
437,Zhaotong,27.3167,103.7167,75.72,64,30,3.0,CN,1626930525
438,Grand Gaube,-20.0064,57.6608,74.37,58,85,13.0,MU,1626930525
439,Ferrol,43.4832,-8.2369,64.27,95,100,3.31,ES,1626930525
440,Mindelo,16.8901,-24.9804,74.26,87,61,6.71,CV,1626930526
441,Puerto Escondido,15.85,-97.0667,80.11,83,89,5.01,MX,1626930391
442,Saraiu,44.7167,28.15,66.87,69,56,16.46,RO,1626930527
443,Quatre Cocos,-20.2078,57.7625,74.08,62,78,16.44,MU,1626930527
444,Panlaitan,12.1191,119.8486,83.3,81,76,25.1,PH,1626930528
445,Roseburg,43.2165,-123.3417,68.11,42,1,6.91,US,1626930249
446,Shimoda,34.6667,138.95,87.1,71,2,8.88,JP,1626930530
447,Rāvar,31.2656,56.8055,89.33,11,0,3.44,IR,1626930530
448,Nantucket,41.2835,-70.0995,71.71,90,72,13.56,US,1626930531
449,Burnie,-41.0667,145.9167,54.91,84,100,12.86,AU,1626930532
450,Green River,41.5286,-109.4662,78.19,36,56,3.0,US,1626930337
451,La Macarena,2.1837,-73.7849,68.97,99,100,2.53,CO,1626930532
452,Tabory,58.5198,64.5495,75.04,52,100,1.86,RU,1626930533
453,Mogadishu,2.0371,45.3438,77.58,83,51,19.62,SO,1626930533
454,La Paz,-16.5,-68.15,40.59,70,0,3.8,BO,1626930401
455,Matara,5.9485,80.5353,80.92,85,100,14.45,LK,1626930534
456,Alihe,50.5667,123.7167,92.46,41,4,8.19,CN,1626930319
457,Umarkot,25.3616,69.7362,93.24,52,21,17.16,PK,1626930534
458,Ransang,8.9603,117.5828,87.21,63,100,16.87,PH,1626930535
459,Riberalta,-10.9833,-66.1,66.15,55,0,2.42,BO,1626930535
460,Daru,-9.0763,143.2092,80.17,73,89,15.1,PG,1626930536
461,Nome,64.5011,-165.4064,48.27,71,75,12.66,US,1626930536
462,Mirny,62.5353,113.9611,77.11,34,48,5.26,RU,1626930537
463,Salamanca,40.8333,-6.0,57.99,52,0,3.0,ES,1626930278
464,Okha,53.5739,142.9478,76.6,69,100,10.94,RU,1626930538
465,Nālūt,30.3333,10.85,74.1,42,0,8.61,LY,1626930539
466,Luau,-10.7073,22.2247,57.79,33,29,8.01,AO,1626930539
467,Wad Medani,14.4012,33.5199,76.64,78,81,14.43,SD,1626930539
468,Kulhudhuffushi,6.6221,73.07,82.83,76,100,18.63,MV,1626930540
469,Morros,-9.4467,-46.3003,70.68,47,60,4.85,BR,1626930540
470,Maryborough,-25.5333,152.7,67.1,48,1,4.88,AU,1626930541
471,Marabba,12.35,32.1833,75.27,83,100,14.5,SD,1626930542
472,Chapada dos Guimarães,-15.4606,-55.7497,58.66,32,0,2.21,BR,1626930543
473,Bratsk,56.1325,101.6142,61.29,78,100,5.61,RU,1626930544
474,Rocha,-34.4833,-54.3333,44.87,85,100,6.4,UY,1626930545
475,Lodja,-3.4833,23.4333,67.57,46,7,1.63,CD,1626930545
476,Port Hedland,-20.3167,118.5667,89.65,33,9,6.91,AU,1626930546
477,Kununurra,-15.7667,128.7333,93.18,12,92,5.75,AU,1626930547
478,Pokhara,28.2333,83.9833,83.19,69,98,3.2,NP,1626930547
479,Luangwa,-15.6167,30.4167,60.03,65,1,1.66,ZM,1626930547
480,Comodoro Rivadavia,-45.8667,-67.5,53.46,54,0,6.91,AR,1626930548
481,Krasnosel'kup,65.7,82.4667,73.49,56,100,24.99,RU,1626930548
482,East Retford,53.3221,-0.9432,63.72,97,0,4.61,GB,1626930549
483,Samaná,19.2056,-69.3369,77.86,86,49,7.63,DO,1626930549
484,Merke,42.8728,73.1786,87.12,26,0,9.01,KZ,1626930550
485,Longyan,25.1072,117.0225,95.54,36,33,4.32,CN,1626930303
486,Qui Nhon,13.7667,109.2333,85.06,65,100,15.77,VN,1626930551
487,Sharjah city,25.3573,55.4033,102.36,37,0,5.75,AE,1626930252
488,Soure,-0.7167,-48.5233,78.08,83,37,10.89,BR,1626930552
489,Okhotsk,59.3833,143.3,57.49,89,99,4.92,RU,1626930552
490,Muli,2.9167,73.5667,82.33,76,100,13.85,MV,1626930553
491,Shubarshi,48.5872,57.1869,92.84,23,26,8.88,KZ,1626930554
492,Pilar,-9.5972,-35.9567,69.73,93,20,2.37,BR,1626930554
493,Masterton,-40.9597,175.6575,53.89,97,98,8.75,NZ,1626930323
494,Amherst,41.3978,-82.2224,66.51,85,1,0.0,US,1626930494
495,Taicheng,38.731,113.228,69.33,83,100,5.79,CN,1626930555
496,Xiangfan,32.0422,112.1448,88.81,66,99,4.12,CN,1626930556
497,Severo-Yeniseyskiy,60.3725,93.0408,65.46,57,11,6.24,RU,1626930557
498,Bonanza,14.0289,-84.591,72.34,99,89,2.37,NI,1626930558
499,Costineşti,43.95,28.6333,71.02,72,59,21.23,RO,1626930559
500,Artyom,40.4723,50.333,86.14,54,85,2.39,AZ,1626930559
501,Nawalapitiya,7.0559,80.5348,76.93,77,100,10.0,LK,1626930560
502,Kodinsk,58.6881,99.1844,68.2,77,93,1.41,RU,1626930561
503,Fengzhen,40.4394,113.1536,75.31,62,97,11.92,CN,1626930562
504,Tubualá,9.5167,-79.0333,80.33,84,77,9.06,PA,1626930563
505,Rørvik,64.8621,11.2373,53.58,100,75,18.41,NO,1626930564
506,Sinnamary,5.3833,-52.95,78.57,85,12,7.58,GF,1626930565
507,Cam Ranh,11.9214,109.1591,93.16,46,75,10.36,VN,1626930566
508,Igarka,67.4667,86.5833,66.07,58,100,18.88,RU,1626930566
509,Portland,45.5234,-122.6762,66.34,60,1,1.01,US,1626930435
510,Florence,43.7667,11.25,72.73,84,0,1.14,IT,1626930268
511,Padang,-0.9492,100.3543,86.09,62,77,5.37,ID,1626930568
512,Port Lincoln,-34.7333,135.8667,47.91,85,100,5.99,AU,1626930569
513,Young,-32.6833,-57.6333,49.23,79,66,8.08,UY,1626930569
514,Kota Tinggi,1.7381,103.8999,91.4,52,57,8.12,MY,1626930570
515,Olafsvik,64.8945,-23.7142,52.07,96,100,12.37,IS,1626930570
516,Brufut,13.3814,-16.7518,78.89,94,40,6.91,GM,1626930570
517,Harper,4.375,-7.7169,76.59,82,63,7.4,LR,1626930571
518,Māgadi,12.9667,77.2333,75.36,88,100,19.39,IN,1626930368
519,Castro Verde Municipality,37.6983,-8.0858,59.27,85,0,5.01,PT,1626930572
520,Masunga,-20.6246,27.4488,45.59,44,0,6.51,BW,1626930573
521,Creel,27.75,-107.6333,58.28,67,89,1.39,MX,1626930575
522,North Myrtle Beach,33.816,-78.68,78.85,91,1,4.61,US,1626930575
523,Ulety,51.3572,112.4849,67.42,94,100,2.37,RU,1626930576
524,Chibuto,-24.6867,33.5306,59.9,95,0,4.9,MZ,1626930576
525,Tazmalt,36.3868,4.3989,76.78,28,0,3.38,DZ,1626930577
526,San Patricio,28.017,-97.5169,82.24,77,49,7.05,US,1626930577
527,Mauá,-23.6678,-46.4614,55.36,88,0,1.97,BR,1626930578
528,Sibolga,1.7427,98.7792,86.31,61,79,4.12,ID,1626930579
529,Urubichá,-15.3833,-62.95,62.51,52,0,1.36,BO,1626930580
530,Trairi,-3.2778,-39.2689,76.03,87,13,11.97,BR,1626930391
531,Yola,9.2,12.4833,74.16,90,100,3.15,NG,1626930581
532,Halifax,44.6453,-63.5724,66.42,91,23,1.99,CA,1626930582
533,Yüksekova,37.5736,44.2872,73.15,38,0,1.14,TR,1626930584
534,Zhigansk,66.7697,123.3711,69.51,42,97,1.25,RU,1626930585
535,Kirkenær,60.4564,12.0582,59.04,81,1,1.25,NO,1626930586
537,Shenjiamen,29.9576,122.298,81.79,82,36,22.77,CN,1626930590
538,Chara,56.9064,118.2631,76.28,48,99,1.03,RU,1626930590
539,Bontang,0.1333,117.5,84.51,69,100,10.83,ID,1626930592
540,Orlik,52.5178,99.825,73.35,45,65,6.67,RU,1626930593
541,Mahon,39.8885,4.2658,73.96,88,0,4.61,ES,1626930594
542,Cananéia,-25.0147,-47.9267,55.98,89,2,2.66,BR,1626930594
543,Soc Trang,9.6033,105.98,80.56,53,100,12.88,VN,1626930595
544,Hat Yai,7.0084,100.4767,93.38,55,40,10.36,TH,1626930595
545,Leningradskiy,69.3833,178.4167,39.51,74,100,4.9,RU,1626930596
546,Volchikha,52.0333,80.3833,79.63,41,9,11.48,RU,1626930597
547,Husavik,66.0449,-17.3389,53.56,84,0,3.74,IS,1626930597
548,Mitsamiouli,-11.3847,43.2844,77.22,67,6,8.61,KM,1626930598
549,Malakal,9.5334,31.6605,72.82,93,100,3.42,SS,1626930598
550,Bitung,1.4451,125.1824,86.85,80,29,16.69,ID,1626930598
551,Ishigaki,24.3448,124.1572,83.66,85,100,50.58,JP,1626930599
552,Stromness,58.965,-3.296,55.36,90,4,7.81,GB,1626930599
553,Arkhara,49.4212,130.0842,88.95,58,46,2.71,RU,1626930600
554,Raudeberg,61.9875,5.1352,56.19,85,99,11.59,NO,1626930601
555,Nguru,12.8791,10.4526,79.21,70,31,10.8,NG,1626930604
556,Kota Kinabalu,5.9749,116.0724,85.98,66,20,9.22,MY,1626930605
557,Chernyshevskiy,63.0128,112.4714,72.03,42,52,5.03,RU,1626930606
558,Ostrovnoy,68.0531,39.5131,50.07,74,100,6.8,RU,1626930606
559,Poum,-20.2333,164.0167,72.36,63,1,10.56,NC,1626930594
560,Abapó,-18.8333,-63.4667,52.43,59,0,3.22,BO,1626930607
561,Kousséri,12.0769,15.0306,78.96,70,100,8.48,CM,1626930607
562,Taoudenni,22.6783,-3.9836,96.08,23,58,8.66,ML,1626930609
563,Xining,36.6167,101.7667,83.05,35,23,5.95,CN,1626930609
564,Burns Lake,54.2331,-125.7533,52.88,60,79,7.02,CA,1626930610
565,Clearwater,27.9659,-82.8001,84.18,84,1,5.01,US,1626930610
566,Vostok,46.4856,135.8833,86.0,49,45,6.02,RU,1626930611
567,Mergen,49.1833,125.2167,85.73,68,1,9.15,CN,1626930612
568,Mayor Pablo Lagerenza,-19.9309,-60.7718,61.11,32,62,3.38,PY,1626930613
569,Kamenka,51.3223,42.7678,64.26,86,100,14.05,RU,1626930613
570,Impfondo,1.6381,18.0667,73.36,75,93,2.75,CG,1626930615
571,Loukhi,66.0764,33.0381,50.59,85,100,7.83,RU,1626930616
572,Fallon,39.4735,-118.7774,83.98,14,75,6.91,US,1626930616
573,Naica,27.85,-105.4833,77.16,46,53,15.77,MX,1626930616
574,Mount Gambier,-37.8333,140.7667,49.26,66,100,11.97,AU,1626930618
575,Takāb,36.4009,47.1133,83.79,19,25,15.77,IR,1626930618
576,Kawalu,-7.3817,108.2082,86.52,53,45,5.59,ID,1626930619
577,Barra do Corda,-5.5,-45.25,72.54,55,10,4.18,BR,1626930620
578,Atambua,-9.1061,124.8925,84.27,43,95,1.88,ID,1626930594
579,High Level,58.5169,-117.136,59.11,100,90,6.91,CA,1626930526
580,Kalmunai,7.4167,81.8167,89.38,50,100,14.88,LK,1626930622
581,Yerbogachën,61.2767,108.0108,76.46,36,97,1.43,RU,1626930622
582,Malīhābād,26.9167,80.7167,84.11,65,100,8.37,IN,1626930624
583,Esim,4.8699,-2.2405,74.95,83,65,6.06,GH,1626930624
584,Sopela,43.3789,-2.9831,69.69,90,75,0.0,ES,1626930358
585,Lida,53.8833,25.2997,56.84,74,0,5.77,BY,1626930625
586,Birnin Kebbi,12.4539,4.1975,78.19,73,70,7.16,NG,1626930625
587,Yashkul',46.1711,45.3435,90.63,31,7,7.11,RU,1626930626
588,Prince Rupert,54.3161,-130.3201,53.69,100,90,0.0,CA,1626930489
589,Satellite Beach,28.1761,-80.5901,82.02,87,1,4.61,US,1626930627
590,Gouyave,12.1646,-61.7296,79.34,83,89,17.87,GD,1626930628
591,Alugan,12.2188,125.4808,90.37,54,100,15.05,PH,1626930628
592,Cuamba,-14.8031,36.5372,70.16,60,100,1.05,MZ,1626930629
593,Antofagasta,-23.65,-70.4,54.68,73,14,4.74,CL,1626930450
594,Puerto del Rosario,28.5004,-13.8627,69.55,73,41,21.85,ES,1626930629
595,Avera,33.194,-82.5271,77.72,90,98,4.74,US,1626930630
596,Gallup,35.5281,-108.7426,74.16,67,100,1.01,US,1626930631
597,Arthur,39.7148,-88.4723,72.72,96,47,5.68,US,1626930631
598,Gold Coast,-28.0,153.4333,70.77,59,0,1.01,AU,1626930588
599,Krishnarājpet,12.655,76.4883,72.77,88,100,16.53,IN,1626930370
